gene	plot_type	plot_subtype
ZC3H11A	Other	RNA Binding Protein
PARP12	Other	RNA Binding Protein
CSDA	Other	RNA Binding Protein
SFRS8	Other	RNA Binding Protein
EIF4B	Other	RNA Binding Protein
U2AF2	Other	RNA Binding Protein
SFRS14	Other	RNA Binding Protein
ZC3H15	Other	RNA Binding Protein
THUMPD1	Other	RNA Binding Protein
DHX8	Other	RNA Binding Protein
SRBD1	Other	RNA Binding Protein
PABPC1	Other	RNA Binding Protein
DAZAP1	Other	RNA Binding Protein
IGF2BP2	Other	RNA Binding Protein
ZNF638	Other	RNA Binding Protein
SART3	Other	RNA Binding Protein
MKRN2	Other	RNA Binding Protein
RBM7	Other	RNA Binding Protein
RBMS2	Other	RNA Binding Protein
MBNL3	Other	RNA Binding Protein
SNRPA	Other	RNA Binding Protein
SYNJ2	Other	RNA Binding Protein
A2BP1	Other	RNA Binding Protein
KIAA0020	Other	RNA Binding Protein
CNOT4	Other	RNA Binding Protein
YTHDC1	Other	RNA Binding Protein
PPIE	Other	RNA Binding Protein
CHERP	Other	RNA Binding Protein
RBM22	Other	RNA Binding Protein
KHSRP	Other	RNA Binding Protein
RBM41	Other	RNA Binding Protein
PCBP4	Other	RNA Binding Protein
PABPC4	Other	RNA Binding Protein
TNRC6A	Other	RNA Binding Protein
RBM27	Other	RNA Binding Protein
HNRNPC	Other	RNA Binding Protein
DAZL	Other	RNA Binding Protein
HNRNPH3	Other	RNA Binding Protein
SETD1A	Other	RNA Binding Protein
HNRNPM	Other	RNA Binding Protein
TRMT2A	Other	RNA Binding Protein
SF3A1	Other	RNA Binding Protein
SNRPD3	Other	RNA Binding Protein
POLDIP3	Other	RNA Binding Protein
ZMAT5	Other	RNA Binding Protein
RBM9	Other	RNA Binding Protein
ZC3H7B	Other	RNA Binding Protein
RBM23	Other	RNA Binding Protein
SFRS5	Other	RNA Binding Protein
ZC3H14	Other	RNA Binding Protein
ACIN1	Other	RNA Binding Protein
PABPN1	Other	RNA Binding Protein
PABPC1L	Other	RNA Binding Protein
BRUNOL4	Other	RNA Binding Protein
CSTF2	Other	RNA Binding Protein
ZC3H12B	Other	RNA Binding Protein
FMR1	Other	RNA Binding Protein
HTATSF1	Other	RNA Binding Protein
RBM3	Other	RNA Binding Protein
ESRP2	Other	RNA Binding Protein
MTHFSD	Other	RNA Binding Protein
DNAJC17	Other	RNA Binding Protein
MYEF2	Other	RNA Binding Protein
HNRNPL	Other	RNA Binding Protein
SNRNP70	Other	RNA Binding Protein
SFRS16	Other	RNA Binding Protein
TRMT1	Other	RNA Binding Protein
NOVA2	Other	RNA Binding Protein
SF4	Other	RNA Binding Protein
ZC3HAV1	Other	RNA Binding Protein
EIF3B	Other	RNA Binding Protein
RBM28	Other	RNA Binding Protein
LSM5	Other	RNA Binding Protein
EIF4H	Other	RNA Binding Protein
ELAVL2	Other	RNA Binding Protein
FUBP3	Other	RNA Binding Protein
CPEB3	Other	RNA Binding Protein
LARP4B	Other	RNA Binding Protein
SUPT6H	Other	RNA Binding Protein
PPARGC1A	Other	RNA Binding Protein
CPSF6	Other	RNA Binding Protein
KRR1	Other	RNA Binding Protein
SFRS9	Other	RNA Binding Protein
SFRS3	Other	RNA Binding Protein
RBM24	Other	RNA Binding Protein
KHDRBS2	Other	RNA Binding Protein
CPEB4	Other	RNA Binding Protein
FXR1	Other	RNA Binding Protein
NCL	Other	RNA Binding Protein
Pre-mRNA	Other	RNA Binding Protein
SFRS7	Other	RNA Binding Protein
PNO1	Other	RNA Binding Protein
TIA1	Other	RNA Binding Protein
SFRS4	Other	RNA Binding Protein
SFRS11	Other	RNA Binding Protein
PRPF3	Other	RNA Binding Protein
PTBP2	Other	RNA Binding Protein
ROD1	Other	RNA Binding Protein
RBM18	Other	RNA Binding Protein
C14orf156	Other	RNA Binding Protein
RBM25	Other	RNA Binding Protein
ENOX1	Other	RNA Binding Protein
TARDBP	Other	RNA Binding Protein
AKAP1	Other	RNA Binding Protein
PSPC1	Other	RNA Binding Protein
ZCCHC17	Other	RNA Binding Protein
KHDRBS1	Other	RNA Binding Protein
ZC3H7A	Other	RNA Binding Protein
BICC1	Other	RNA Binding Protein
RBM19	Other	RNA Binding Protein
ZC3H13	Other	RNA Binding Protein
SFRS6	Other	RNA Binding Protein
RNF113A	Other	RNA Binding Protein
SNRPD2	Other	RNA Binding Protein
SNRPB	Other	RNA Binding Protein
SNRPB2	Other	RNA Binding Protein
HNRNPR	Other	RNA Binding Protein
RALY	Other	RNA Binding Protein
RBM42	Other	RNA Binding Protein
HNRNPH2	Other	RNA Binding Protein
NAA38	Other	RNA Binding Protein
SNRPN	Other	RNA Binding Protein
FXR2	Other	RNA Binding Protein
LSM7	Other	RNA Binding Protein
LSM4	Other	RNA Binding Protein
ZC3H4	Other	RNA Binding Protein
EIF3G	Other	RNA Binding Protein
PPIL4	Other	RNA Binding Protein
ANKHD1	Other	RNA Binding Protein
KHDRBS3	Other	RNA Binding Protein
RBM8A	Other	RNA Binding Protein
LIN28	Other	RNA Binding Protein
GRSF1	Other	RNA Binding Protein
ANKRD17	Other	RNA Binding Protein
UNK	Other	RNA Binding Protein
NIP7	Other	RNA Binding Protein
TOE1	Other	RNA Binding Protein
SRRM1	Other	RNA Binding Protein
MKRN1	Other	RNA Binding Protein
EIF2S1	Other	RNA Binding Protein
THUMPD3	Other	RNA Binding Protein
RBMX2	Other	RNA Binding Protein
PUM1	Other	RNA Binding Protein
MSI1	Other	RNA Binding Protein
SYNCRIP	Other	RNA Binding Protein
HNRNPA1	Other	RNA Binding Protein
RC3H1	Other	RNA Binding Protein
IGF2BP3	Other	RNA Binding Protein
NUPL2	Other	RNA Binding Protein
SFRS1	Other	RNA Binding Protein
TRA2B	Other	RNA Binding Protein
CPEB2	Other	RNA Binding Protein
ALKBH8	Other	RNA Binding Protein
SLTM	Other	RNA Binding Protein
PNPT1	Other	RNA Binding Protein
THUMPD2	Other	RNA Binding Protein
ASCC1	Other	RNA Binding Protein
SSB	Other	RNA Binding Protein
LARP1B	Other	RNA Binding Protein
G3BP2	Other	RNA Binding Protein
ZCRB1	Other	RNA Binding Protein
SNRPF	Other	RNA Binding Protein
SETD1B	Other	RNA Binding Protein
RBM26	Other	RNA Binding Protein
RNF113B	Other	RNA Binding Protein
NOVA1	Other	RNA Binding Protein
BRUNOL6	Other	RNA Binding Protein
DUS3L	Other	RNA Binding Protein
SF3B4	Other	RNA Binding Protein
LGTN	Other	RNA Binding Protein
HNRPLL	Other	RNA Binding Protein
SNRPG	Other	RNA Binding Protein
G3BP1	Other	RNA Binding Protein
A1CF	Other	RNA Binding Protein
PPRC1	Other	RNA Binding Protein
PDCD11	Other	RNA Binding Protein
TUT1	Other	RNA Binding Protein
CUGBP1	Other	RNA Binding Protein
RPS3	Other	RNA Binding Protein
ZC3H12C	Other	RNA Binding Protein
CPSF7	Other	RNA Binding Protein
YTHDF1	Other	RNA Binding Protein
PABPC3	Other	RNA Binding Protein
TIAL1	Other	RNA Binding Protein
RBM46	Other	RNA Binding Protein
BOLL	Other	RNA Binding Protein
PAN3	Other	RNA Binding Protein
MBNL1	Other	RNA Binding Protein
HNRPDL	Other	RNA Binding Protein
CARHSP1	Other	RNA Binding Protein
RBMS1	Other	RNA Binding Protein
SFRS12	Other	RNA Binding Protein
SFRS13B	Other	RNA Binding Protein
C4orf23	Other	RNA Binding Protein
MKI67IP	Other	RNA Binding Protein
LARP1	Other	RNA Binding Protein
RBM45	Other	RNA Binding Protein
PPARGC1B	Other	RNA Binding Protein
LSM11	Other	RNA Binding Protein
SFRS15	Other	RNA Binding Protein
RBPMS	Other	RNA Binding Protein
ZC3H18	Other	RNA Binding Protein
SYNJ1	Other	RNA Binding Protein
TNRC4	Other	RNA Binding Protein
CPSF4	Other	RNA Binding Protein
BRUNOL5	Other	RNA Binding Protein
U2AF1L4	Other	RNA Binding Protein
SFRS2	Other	RNA Binding Protein
LARP4	Other	RNA Binding Protein
RAVER1	Other	RNA Binding Protein
ELAVL4	Other	RNA Binding Protein
RAVER2	Other	RNA Binding Protein
DHX57	Other	RNA Binding Protein
TDRD10	Other	RNA Binding Protein
TIPARP	Other	RNA Binding Protein
RBM47	Other	RNA Binding Protein
SR140	Other	RNA Binding Protein
TTC14	Other	RNA Binding Protein
LSM6	Other	RNA Binding Protein
TRA2A	Other	RNA Binding Protein
ENOX2	Other	RNA Binding Protein
LARP6	Other	RNA Binding Protein
KIAA0430	Other	RNA Binding Protein
RBPMS2	Other	RNA Binding Protein
SNRPD1	Other	RNA Binding Protein
SAMD14	Other	RNA Binding Protein
Fox-1	Other	RNA Binding Protein
POLR2G	Other	RNA Binding Protein
SF1	Other	RNA Binding Protein
HNRNPH1	Other	RNA Binding Protein
ZRSR2	Other	RNA Binding Protein
PCBP1	Other	RNA Binding Protein
RBMY1F	Other	RNA Binding Protein
HNRNPF	Other	RNA Binding Protein
RBMXL2	Other	RNA Binding Protein
LSM3	Other	RNA Binding Protein
NCBP2L	Other	RNA Binding Protein
CSDC2	Other	RNA Binding Protein
RBM4B	Other	RNA Binding Protein
LARP7	Other	RNA Binding Protein
PABPC5	Other	RNA Binding Protein
LSM1	Other	RNA Binding Protein
RBMXL3	Other	RNA Binding Protein
MEX3C	Other	RNA Binding Protein
RBM44	Other	RNA Binding Protein
CSTF2T	Other	RNA Binding Protein
HNRNPA0	Other	RNA Binding Protein
ZC3H12D	Other	RNA Binding Protein
SAMD4B	Other	RNA Binding Protein
HNRNPCL1	Other	RNA Binding Protein
RBM15B	Other	RNA Binding Protein
PUF60	Other	RNA Binding Protein
TRNAU1AP	Other	RNA Binding Protein
SFRS2B	Other	RNA Binding Protein
MEX3D	Other	RNA Binding Protein
LSM10	Other	RNA Binding Protein
SNRPE	Other	RNA Binding Protein
TDRKH	Other	RNA Binding Protein
RBM10	Other	RNA Binding Protein
LENG9	Other	RNA Binding Protein
LSMD1	Other	RNA Binding Protein
MEX3B	Other	RNA Binding Protein
PCBP3	Other	RNA Binding Protein
THOC4	Other	RNA Binding Protein
RBM12B	Other	RNA Binding Protein
SNRNP35	Other	RNA Binding Protein
PABPC1L2B	Other	RNA Binding Protein
RALYL	Other	RNA Binding Protein
DDX53	Other	RNA Binding Protein
RBM33	Other	RNA Binding Protein
RBM43	Other	RNA Binding Protein
RBM11	Other	RNA Binding Protein
YTHDF3	Other	RNA Binding Protein
RNPC3	Other	RNA Binding Protein
PABPC1L2A	Other	RNA Binding Protein
DAZ3	Other	RNA Binding Protein
RDM1	Other	RNA Binding Protein
CPSF4L	Other	RNA Binding Protein
DAZ1	Other	RNA Binding Protein
ZC3H6	Other	RNA Binding Protein
SFRS13A	Other	RNA Binding Protein
RRP7A	Other	RNA Binding Protein
ELAVL3	Other	RNA Binding Protein
C14orf21	Other	RNA Binding Protein
PCBP2	Other	RNA Binding Protein
HNRNPAB	Other	RNA Binding Protein
NOL8	Other	RNA Binding Protein
HELZ	Other	RNA Binding Protein
YTHDF2	Other	RNA Binding Protein
MEX3A	Other	RNA Binding Protein
RBM20	Other	RNA Binding Protein
DPPA5	Other	RNA Binding Protein
MIR1236	Other	RNA Binding Protein
U6	Other	RNA Binding Protein
PPP1R10	Other	RNA Binding Protein
PRR3	Other	RNA Binding Protein
PABPN1L	Other	RNA Binding Protein
RNPS1	Other	RNA Binding Protein
DAZ2	Other	RNA Binding Protein
ZRSR1	Other	RNA Binding Protein
RBM16	Other	RNA Binding Protein
RBMXL1	Other	RNA Binding Protein
RBMY1J	Other	RNA Binding Protein
SNRPEL1	Other	RNA Binding Protein
MCTS1	Other	RNA Binding Protein
PABPC4L	Other	RNA Binding Protein
RBMY1A1	Other	RNA Binding Protein
MKRNP5	Other	RNA Binding Protein
NSUN6	Other	RNA Binding Protein
UNKL	Other	RNA Binding Protein
RBMY1E	Other	RNA Binding Protein
HNRNPA1L2	Other	RNA Binding Protein
RBMY1B	Other	RNA Binding Protein
RBMY1D	Other	RNA Binding Protein
RBM12	Other	RNA Binding Protein
DAZ4	Other	RNA Binding Protein
DGKQ	Other	RNA Binding Protein
RBM17	Other	RNA Binding Protein
MCM3AP	Other	RNA Binding Protein
PARN	Other	RNA Binding Protein
TLR2	Other	RNA Binding Protein
PARP10	Other	RNA Binding Protein
MOV10L1	Other	RNA Binding Protein
LEMD3	Other	RNA Binding Protein
UPF3B	Other	RNA Binding Protein
RCAN2	Other	RNA Binding Protein
SRRT	Other	RNA Binding Protein
ZC3H12A	Other	RNA Binding Protein
ZC3HAV1L	Other	RNA Binding Protein
PARP14	Other	RNA Binding Protein
TMEM63A	Other	RNA Binding Protein
SLBP	Other	RNA Binding Protein
NUFIP1	Other	RNA Binding Protein
SRRM2	Other	RNA Binding Protein
APTX	Other	RNA Binding Protein
ZFR	Other	RNA Binding Protein
UPF1	Other	RNA Binding Protein
SNRPC	Other	RNA Binding Protein
C1orf25	Other	RNA Binding Protein
ZFR2	Other	RNA Binding Protein
IREB2	Other	RNA Binding Protein
ACO1	Other	RNA Binding Protein
TROVE2	Other	RNA Binding Protein
TEP1	Other	RNA Binding Protein
GAPDH	Other	RNA Binding Protein
ZRANB2	Other	RNA Binding Protein
HDGFL2	Other	Epigenetic
A1CF	Other	Epigenetic
ACTL6A	Other	Epigenetic
ACTL6B	Other	Epigenetic
ACTR3B	Other	Epigenetic
ACTR5	Other	Epigenetic
ACTR6	Other	Epigenetic
ACTR8	Other	Epigenetic
AICDA	Other	Epigenetic
ALKBH1	Other	Epigenetic
ANKRD32	Other	Epigenetic
ANP32E	Other	Epigenetic
APBB1	Other	Epigenetic
APEX1	Other	Epigenetic
APOBEC1	Other	Epigenetic
APOBEC3A	Other	Epigenetic
APOBEC3B	Other	Epigenetic
APOBEC3C	Other	Epigenetic
APOBEC3D	Other	Epigenetic
APOBEC3F	Other	Epigenetic
APOBEC3G	Other	Epigenetic
APOBEC3H	Other	Epigenetic
ARID4B	Other	Epigenetic
ARRB1	Other	Epigenetic
ASF1A	Other	Epigenetic
ASF1B	Other	Epigenetic
ASH2L	Other	Epigenetic
ASXL2	Other	Epigenetic
ASXL3	Other	Epigenetic
ATAD2	Other	Epigenetic
ATAD2B	Other	Epigenetic
ATN1	Other	Epigenetic
ATXN7	Other	Epigenetic
ATXN7L3	Other	Epigenetic
BABAM1	Other	Epigenetic
BAHD1	Other	Epigenetic
BAZ1A	Other	Epigenetic
BAZ1B	Other	Epigenetic
BRCC3	Other	Epigenetic
BRD1	Other	Epigenetic
BRD8	Other	Epigenetic
BRD9	Other	Epigenetic
BRPF1	Other	Epigenetic
BRPF3	Other	Epigenetic
BRWD1	Other	Epigenetic
C11orf30	Other	Epigenetic
C14orf169	Other	Epigenetic
C17orf49	Other	Epigenetic
CARM1	Other	Epigenetic
CBX1	Other	Epigenetic
CBX3	Other	Epigenetic
CBX6	Other	Epigenetic
CBX7	Other	Epigenetic
CBX8	Other	Epigenetic
CCDC101	Other	Epigenetic
CDY1	Other	Epigenetic
CDY1B	Other	Epigenetic
CDY2A	Other	Epigenetic
CDY2B	Other	Epigenetic
CDYL	Other	Epigenetic
CDYL2	Other	Epigenetic
CECR2	Other	Epigenetic
CENPC	Other	Epigenetic
CHAF1A	Other	Epigenetic
CHAF1B	Other	Epigenetic
CHD1L	Other	Epigenetic
CHD4	Other	Epigenetic
CHD6	Other	Epigenetic
CHD7	Other	Epigenetic
CHD8	Other	Epigenetic
CHRAC1	Other	Epigenetic
CHTOP	Other	Epigenetic
CIR1	Other	Epigenetic
CLNS1A	Other	Epigenetic
CSRP2BP	Other	Epigenetic
CTBP1	Other	Epigenetic
CTBP2	Other	Epigenetic
CTR9	Other	Epigenetic
CUL3	Other	Epigenetic
CUL4A	Other	Epigenetic
DDB1	Other	Epigenetic
DDX21	Other	Epigenetic
DDX50	Other	Epigenetic
DMAP1	Other	Epigenetic
DNAJC1	Other	Epigenetic
DNAJC2	Other	Epigenetic
DNMT3L	Other	Epigenetic
DNTTIP2	Other	Epigenetic
DPF2	Other	Epigenetic
DPPA3	Other	Epigenetic
DPY30	Other	Epigenetic
DTX3L	Other	Epigenetic
DZIP3	Other	Epigenetic
EHMT2	Other	Epigenetic
EID1	Other	Epigenetic
EID2	Other	Epigenetic
EID2B	Other	Epigenetic
ELP2	Other	Epigenetic
ELP3	Other	Epigenetic
ELP4	Other	Epigenetic
ELP5	Other	Epigenetic
ELP6	Other	Epigenetic
ENY2	Other	Epigenetic
EPC1	Other	Epigenetic
EPC2	Other	Epigenetic
EXOSC1	Other	Epigenetic
EXOSC2	Other	Epigenetic
EXOSC3	Other	Epigenetic
EXOSC4	Other	Epigenetic
EXOSC5	Other	Epigenetic
EXOSC6	Other	Epigenetic
EXOSC7	Other	Epigenetic
EXOSC8	Other	Epigenetic
EXOSC9	Other	Epigenetic
EYA1	Other	Epigenetic
EYA2	Other	Epigenetic
EYA3	Other	Epigenetic
FAM175A	Other	Epigenetic
FAM175B	Other	Epigenetic
FBL	Other	Epigenetic
FBRS	Other	Epigenetic
FBRSL1	Other	Epigenetic
GATAD1	Other	Epigenetic
GSG2	Other	Epigenetic
GTF3C4	Other	Epigenetic
HAT1	Other	Epigenetic
HCFC1	Other	Epigenetic
HCFC2	Other	Epigenetic
HDAC10	Other	Epigenetic
HDAC11	Other	Epigenetic
HDAC5	Other	Epigenetic
HDAC7	Other	Epigenetic
HDAC8	Other	Epigenetic
HDAC9	Other	Epigenetic
HDGF	Other	Epigenetic
HELLS	Other	Epigenetic
HIF1AN	Other	Epigenetic
HIRIP3	Other	Epigenetic
HJURP	Other	Epigenetic
HLCS	Other	Epigenetic
HMGN1	Other	Epigenetic
HMGN2	Other	Epigenetic
HMGN4	Other	Epigenetic
HMGN5	Other	Epigenetic
HP1BP3	Other	Epigenetic
HR	Other	Epigenetic
HSPA1A	Other	Epigenetic
HSPA1B	Other	Epigenetic
HUWE1	Other	Epigenetic
IKBKAP	Other	Epigenetic
INO80	Other	Epigenetic
INO80B	Other	Epigenetic
INO80C	Other	Epigenetic
INO80D	Other	Epigenetic
INO80E	Other	Epigenetic
JADE1	Other	Epigenetic
JADE2	Other	Epigenetic
JADE3	Other	Epigenetic
JARID2	Other	Epigenetic
JMJD1C	Other	Epigenetic
JMJD6	Other	Epigenetic
KANSL1	Other	Epigenetic
KANSL2	Other	Epigenetic
KANSL3	Other	Epigenetic
KAT2A	Other	Epigenetic
KAT2B	Other	Epigenetic
KAT8	Other	Epigenetic
KDM1A	Other	Epigenetic
KDM1B	Other	Epigenetic
KDM4A	Other	Epigenetic
KDM4B	Other	Epigenetic
KDM4D	Other	Epigenetic
KDM4E	Other	Epigenetic
KDM5D	Other	Epigenetic
KDM6B	Other	Epigenetic
KDM7A	Other	Epigenetic
KMT2E	Other	Epigenetic
L3MBTL2	Other	Epigenetic
LAS1L	Other	Epigenetic
LBR	Other	Epigenetic
LEO1	Other	Epigenetic
LRWD1	Other	Epigenetic
MBD5	Other	Epigenetic
MBIP	Other	Epigenetic
MBTD1	Other	Epigenetic
MCRS1	Other	Epigenetic
MEAF6	Other	Epigenetic
MGEA5	Other	Epigenetic
MINA	Other	Epigenetic
MORF4L1	Other	Epigenetic
MORF4L2	Other	Epigenetic
MOV10	Other	Epigenetic
MPHOSPH8	Other	Epigenetic
MRGBP	Other	Epigenetic
MSL1	Other	Epigenetic
MSL2	Other	Epigenetic
MSL3	Other	Epigenetic
MTA2	Other	Epigenetic
MUM1	Other	Epigenetic
MYO1C	Other	Epigenetic
NAA60	Other	Epigenetic
NAP1L1	Other	Epigenetic
NAP1L2	Other	Epigenetic
NAP1L4	Other	Epigenetic
NASP	Other	Epigenetic
NAT10	Other	Epigenetic
NCL	Other	Epigenetic
NFRKB	Other	Epigenetic
NOC2L	Other	Epigenetic
NPM2	Other	Epigenetic
NSL1	Other	Epigenetic
OGT	Other	Epigenetic
PADI1	Other	Epigenetic
PADI3	Other	Epigenetic
PADI4	Other	Epigenetic
PAGR1	Other	Epigenetic
PARG	Other	Epigenetic
PARP2	Other	Epigenetic
PARP3	Other	Epigenetic
PAXIP1	Other	Epigenetic
PCGF1	Other	Epigenetic
PCGF3	Other	Epigenetic
PCGF5	Other	Epigenetic
PDP1	Other	Epigenetic
PELP1	Other	Epigenetic
PHC1	Other	Epigenetic
PHC2	Other	Epigenetic
PHF10	Other	Epigenetic
PHF12	Other	Epigenetic
PHF13	Other	Epigenetic
PHF14	Other	Epigenetic
PHF2	Other	Epigenetic
PHF20L1	Other	Epigenetic
PHF8	Other	Epigenetic
PIWIL4	Other	Epigenetic
POGZ	Other	Epigenetic
POLE3	Other	Epigenetic
PPARGC1A	Other	Epigenetic
PPM1G	Other	Epigenetic
PPP4C	Other	Epigenetic
PPP4R2	Other	Epigenetic
PRDM7	Other	Epigenetic
PRKAB2	Other	Epigenetic
PRKAG1	Other	Epigenetic
PRKAG2	Other	Epigenetic
PRKAG3	Other	Epigenetic
PRMT1	Other	Epigenetic
PRMT2	Other	Epigenetic
PRMT5	Other	Epigenetic
PRMT6	Other	Epigenetic
PRMT7	Other	Epigenetic
PRMT8	Other	Epigenetic
PRMT9	Other	Epigenetic
PRPF31	Other	Epigenetic
PRR14	Other	Epigenetic
RAD51	Other	Epigenetic
RAD54B	Other	Epigenetic
RAD54L	Other	Epigenetic
RAD54L2	Other	Epigenetic
RAG2	Other	Epigenetic
RAI1	Other	Epigenetic
RBBP4	Other	Epigenetic
RCC1	Other	Epigenetic
RCOR1	Other	Epigenetic
RCOR3	Other	Epigenetic
RING1	Other	Epigenetic
RLIM	Other	Epigenetic
RMI1	Other	Epigenetic
RNF168	Other	Epigenetic
RNF2	Other	Epigenetic
RNF20	Other	Epigenetic
RNF40	Other	Epigenetic
RRP8	Other	Epigenetic
RYBP	Other	Epigenetic
SAP130	Other	Epigenetic
SAP18	Other	Epigenetic
SAP25	Other	Epigenetic
SAP30	Other	Epigenetic
SAP30L	Other	Epigenetic
SCML2	Other	Epigenetic
SENP1	Other	Epigenetic
SENP3	Other	Epigenetic
SETD1A	Other	Epigenetic
SETD1B	Other	Epigenetic
SETD3	Other	Epigenetic
SETD5	Other	Epigenetic
SETD6	Other	Epigenetic
SETD7	Other	Epigenetic
SETD8	Other	Epigenetic
SETMAR	Other	Epigenetic
SF3B3	Other	Epigenetic
SFMBT1	Other	Epigenetic
SIN3A	Other	Epigenetic
SIN3B	Other	Epigenetic
SIRT7	Other	Epigenetic
SMARCA1	Other	Epigenetic
SMARCA5	Other	Epigenetic
SMARCAD1	Other	Epigenetic
SMARCAL1	Other	Epigenetic
SMARCC2	Other	Epigenetic
SMARCD1	Other	Epigenetic
SMARCD2	Other	Epigenetic
SMARCD3	Other	Epigenetic
SMARCE1	Other	Epigenetic
SMEK1	Other	Epigenetic
SMEK2	Other	Epigenetic
SMYD1	Other	Epigenetic
SMYD2	Other	Epigenetic
SRSF1	Other	Epigenetic
SS18L2	Other	Epigenetic
SSRP1	Other	Epigenetic
SUDS3	Other	Epigenetic
SUPT16H	Other	Epigenetic
SUPT3H	Other	Epigenetic
SUPT6H	Other	Epigenetic
SUPT7L	Other	Epigenetic
SUV39H1	Other	Epigenetic
SUV39H2	Other	Epigenetic
SUV420H1	Other	Epigenetic
SUV420H2	Other	Epigenetic
SYNCRIP	Other	Epigenetic
TADA1	Other	Epigenetic
TADA2A	Other	Epigenetic
TADA2B	Other	Epigenetic
TADA3	Other	Epigenetic
TAF10	Other	Epigenetic
TAF12	Other	Epigenetic
TAF2	Other	Epigenetic
TAF3	Other	Epigenetic
TAF4	Other	Epigenetic
